source_id,section,unit,subsection,source_order,word_raw,word,flags
1400,必考词,20,词汇预览,5,☐ strike,strike,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1401,必考词,20,词汇预览,6,☐ principle,principle,marked_in_preview;double_column_ocr_review_needed
1402,必考词,20,词汇预览,7,☐ innovation,innovation,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1403,必考词,20,词汇预览,8,consist,consist,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1404,必考词,20,词汇预览,9,distinction,distinction,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1405,必考词,20,词汇预览,10,evident,evident,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1406,必考词,20,词汇预览,11,transmission,transmission,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1407,必考词,20,词汇预览,12,striking,striking,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1408,必考词,20,词汇预览,13,psychiatry,psychiatry,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1409,必考词,20,词汇预览,14,anguish,anguish,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1410,必考词,20,词汇预览,15,consistent,consistent,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1411,必考词,20,词汇预览,16,☐ distinguish,distinguish,marked_in_preview;double_column_ocr_review_needed
1412,必考词,20,词汇预览,17,evil,evil,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1413,必考词,20,词汇预览,18,transmit,transmit,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1414,必考词,20,词汇预览,19,string,string,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1415,必考词,20,词汇预览,20,psychology,psychology,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1416,必考词,20,词汇预览,21,annoy,annoy,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1417,必考词,20,词汇预览,22,constant,constant,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1418,必考词,20,词汇预览,23,fruitful,fruitful,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1419,必考词,20,词汇预览,24,☐environment,environment,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1420,必考词,20,词汇预览,25,transplant,transplant,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1421,必考词,20,词汇预览,26,structure,structure,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1422,必考词,20,词汇预览,27,liability,liability,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1423,必考词,20,词汇预览,28,annual,annual,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1424,必考词,20,词汇预览,29,constituent,constituent,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1425,必考词,20,词汇预览,30,☐ frustrate,frustrate,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1426,必考词,20,词汇预览,31,☐ enterprise,enterprise,marked_in_preview;double_column_ocr_review_needed
1427,必考词,20,词汇预览,32,☐ transport,transport,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1428,必考词,20,词汇预览,33,stun,stun,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1429,必考词,20,词汇预览,34,liable,liable,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1430,必考词,20,词汇预览,35,☐anchor,anchor,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1431,必考词,20,词汇预览,36,constitute,constitute,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1432,必考词,20,词汇预览,37,☐ fulfil(1),fulfil(l),marked_in_preview;double_column_ocr_review_needed
1433,必考词,20,词汇预览,38,☐ entertain,entertain,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1434,必考词,20,词汇预览,39,stock,stock,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1435,必考词,20,词汇预览,40,primary,primary,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1436,必考词,20,词汇预览,41,liberal,liberal,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1437,必考词,20,词汇预览,42,☐ constitution,constitution,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1438,必考词,20,词汇预览,43,☐ function,function,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1439,必考词,20,词汇预览,44,☐ entertainment,entertainment,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1440,必考词,20,词汇预览,45,store,store,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1441,必考词,20,词汇预览,46,prime,prime,double_column_ocr_review_needed
1442,必考词,20,词汇预览,47,liberate,liberate,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1443,必考词,20,词汇预览,48,constrain,constrain,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1444,必考词,20,词汇预览,49,☐ fund,fund,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1445,必考词,20,词汇预览,50,monopoly,monopoly,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1446,必考词,20,词汇预览,51,storage,storage,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1447,必考词,20,词汇预览,52,primitive,primitive,double_column_ocr_review_needed
1448,必考词,20,词汇预览,53,license,license,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1449,必考词,20,词汇预览,54,construct,construct,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1450,必考词,20,词汇预览,55,☐ fundamental,fundamental,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1451,必考词,20,词汇预览,56,monotonous,monotonous,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1452,必考词,20,词汇预览,57,stride,stride,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1453,必考词,20,词汇预览,58,☐ principal,principal,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1454,必考词,20,词汇预览,59,innocent,innocent,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1455,必考词,21,词汇预览,1,pose,pose,double_column_ocr_review_needed
1456,必考词,21,词汇预览,2,ambiguous,ambiguous,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1457,必考词,21,词汇预览,3,conceive,conceive,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1458,必考词,21,词汇预览,4,confer,confer,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1459,必考词,21,词汇预览,5,indispensable,indispensable,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1460,必考词,21,词汇预览,6,reduce,reduce,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1461,必考词,21,词汇预览,7,stability,stability,double_column_ocr_review_needed
1462,必考词,21,词汇预览,8,spy,spy,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1463,必考词,21,词汇预览,9,position,position,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1464,必考词,21,词汇预览,10,ambition,ambition,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1465,必考词,21,词汇预览,11,concentrate,concentrate,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1466,必考词,21,词汇预览,12,conference,conference,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1467,必考词,21,词汇预览,13,☐ individual,individual,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1468,必考词,21,词汇预览,14,reduction,reduction,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1469,必考词,21,词汇预览,15,positive,positive,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1470,必考词,21,词汇预览,16,ambitious,ambitious,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1471,必考词,21,词汇预览,17,concept,concept,double_column_ocr_review_needed
1472,必考词,21,词汇预览,18,confess,confess,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1473,必考词,21,词汇预览,19,mess,mess,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1474,必考词,21,词汇预览,20,☐ refer,refer,marked_in_preview;double_column_ocr_review_needed
1475,必考词,21,词汇预览,21,stable,stable,double_column_ocr_review_needed
1476,必考词,21,词汇预览,22,possess,possess,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1477,必考词,21,词汇预览,23,bubble,bubble,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1478,必考词,21,词汇预览,24,conception,conception,double_column_ocr_review_needed
1479,必考词,21,词汇预览,25,epic,epic,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1480,必考词,21,词汇预览,26,message,message,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1481,必考词,21,词汇预览,27,reference,reference,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1482,必考词,21,词汇预览,28,☐ staff,staff,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1483,必考词,21,词汇预览,29,possession,possession,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1484,必考词,21,词汇预览,30,budget,budget,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1485,必考词,21,词汇预览,31,concern,concern,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1486,必考词,21,词汇预览,32,epidemic,epidemic,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1487,必考词,21,词汇预览,33,messenger,messenger,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1488,必考词,21,词汇预览,34,subject,subject,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1489,必考词,21,词汇预览,35,☐ stage,stage,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1490,必考词,21,词汇预览,36,dilute,dilute,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1491,必考词,21,词汇预览,37,build,build,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1492,必考词,21,词汇预览,38,concise,concise,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1493,必考词,21,词汇预览,39,episode,episode,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1494,必考词,21,词汇预览,40,☐ method,method,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1495,必考词,21,词汇预览,41,subjective,subjective,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1496,必考词,21,词汇预览,42,dim,dim,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1497,必考词,21,词汇预览,43,business,business,double_column_ocr_review_needed
1498,必考词,21,词汇预览,44,conerete,conerete,entry_not_found;double_column_ocr_review_needed
1499,必考词,21,词汇预览,45,☐epoch,epoch,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1500,必考词,21,词汇预览,46,☐ militant,militant,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1501,必考词,21,词汇预览,47,☐spoil,spoil,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1502,必考词,21,词汇预览,48,diminish,diminish,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1503,必考词,21,词汇预览,49,compress,compress,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1504,必考词,21,词汇预览,50,conclude,conclude,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1505,必考词,21,词汇预览,51,indifferent,indifferent,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1506,必考词,21,词汇预览,52,☐military,military,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1507,必考词,21,词汇预览,53,spread,spread,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1508,必考词,21,词汇预览,54,sponsor,sponsor,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1509,必考词,21,词汇预览,55,amateur,amateur,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1510,必考词,21,词汇预览,56,comprise,comprise,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1511,必考词,21,词汇预览,57,conclusion,conclusion,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1512,必考词,21,词汇预览,58,☐ indignant,indignant,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1513,必考词,21,词汇预览,59,☐ mind,mind,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1514,必考词,21,词汇预览,60,amaze,amaze,double_column_ocr_review_needed
1515,必考词,21,词汇预览,61,compromise,compromise,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1516,必考词,21,词汇预览,62,concurrent,concurrent,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1517,必考词,21,词汇预览,63,☐ indignation,indignation,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1518,必考词,21,词汇预览,64,redeem,redeem,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1519,必考词,21,词汇预览,65,☐ spur,spur,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1520,必考词,21,词汇预览,66,zuz,zuz,double_column_ocr_review_needed
1521,必考词,22,词汇预览,1,twist,twist,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1522,必考词,22,词汇预览,2,vote,vote,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1523,必考词,22,词汇预览,3,☐ criticize,criticize,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1524,必考词,22,词汇预览,4,☐ duty,duty,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1525,必考词,22,词汇预览,5,☐ mystery,mystery,marked_in_preview;double_column_ocr_review_needed
1526,必考词,22,词汇预览,6,☐publish,publish,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1527,必考词,22,词汇预览,7,suppress,suppress,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1528,必考词,22,词汇预览,8,☐ trivial,trivial,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1529,必考词,22,词汇预览,9,☐ vulgar,vulgar,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1530,必考词,22,词汇预览,10,crucial,crucial,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1531,必考词,22,词汇预览,11,☐ dynamic,dynamic,marked_in_preview;double_column_ocr_review_needed
1532,必考词,22,词汇预览,12,☐ myth,myth,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1533,必考词,22,词汇预览,13,result,result,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1534,必考词,22,词汇预览,14,☐ supplement,supplement,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1535,必考词,22,词汇预览,15,try,try,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1536,必考词,22,词汇预览,16,☐ vulnerable,vulnerable,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1537,必考词,22,词汇预览,17,culminate,culminate,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1538,必考词,22,词汇预览,18,extinct,extinct,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1539,必考词,22,词汇预览,19,noble,noble,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1540,必考词,22,词汇预览,20,resultant,resultant,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1541,必考词,22,词汇预览,21,supreme,supreme,double_column_ocr_review_needed
1542,必考词,22,词汇预览,22,tumble,tumble,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1543,必考词,22,词汇预览,23,author,author,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1544,必考词,22,词汇预览,24,culprit,culprit,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1545,必考词,22,词汇预览,25,extinguish,extinguish,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1546,必考词,22,词汇预览,26,norm,norm,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1547,必考词,22,词汇预览,27,resume,resume,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1548,必考词,22,词汇预览,28,system,system,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1549,必考词,22,词汇预览,29,☐turbulent,turbulent,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1550,必考词,22,词汇预览,30,authority,authority,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1551,必考词,22,词汇预览,31,cultivate,cultivate,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1552,必考词,22,词汇预览,32,introduce,introduce,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1553,必考词,22,词汇预览,33,normal,normal,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1554,必考词,22,词汇预览,34,reveal,reveal,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1555,必考词,22,词汇预览,35,☐ systematic,systematic,marked_in_preview;double_column_ocr_review_needed
1556,必考词,22,词汇预览,36,☐turn,turn,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1557,必考词,22,词汇预览,37,auxiliary,auxiliary,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1558,必考词,22,词汇预览,38,culture,culture,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1559,必考词,22,词汇预览,39,introduction,introduction,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1560,必考词,22,词汇预览,40,normalization,normalization,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1561,必考词,22,词汇预览,41,revelation,revelation,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1562,必考词,22,词汇预览,42,logic,logic,double_column_ocr_review_needed
1563,必考词,22,词汇预览,43,☐turnover,turnover,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1564,必考词,22,词汇预览,44,avail,avail,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1565,必考词,22,词汇预览,45,dual,dual,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1566,必考词,22,词汇预览,46,☐invest,invest,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1567,必考词,22,词汇预览,47,note,note,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1568,必考词,22,词汇预览,48,revenge,revenge,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1569,必考词,22,词汇预览,49,dubious,dubious,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1570,必考词,22,词汇预览,50,☐logical,logical,marked_in_preview;double_column_ocr_review_needed
1571,必考词,22,词汇预览,51,type,type,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1572,必考词,22,词汇预览,52,available,available,double_column_ocr_review_needed
1573,必考词,22,词汇预览,53,☐ investment,investment,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1574,必考词,22,词汇预览,54,notion,notion,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1575,必考词,22,词汇预览,55,revenue,revenue,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1576,必考词,22,词汇预览,56,☐ typical,typical,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1577,必考词,22,词汇预览,57,critic,critic,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1578,必考词,22,词汇预览,58,due,due,double_column_ocr_review_needed
1579,必考词,22,词汇预览,59,investigate,investigate,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1580,必考词,22,词汇预览,60,public,public,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1581,必考词,22,词汇预览,61,supply,supply,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1582,必考词,22,词汇预览,62,voluntary,voluntary,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1583,必考词,22,词汇预览,63,critical,critical,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1584,必考词,22,词汇预览,64,durable,durable,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1585,必考词,22,词汇预览,65,mutual,mutual,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1586,必考词,22,词汇预览,66,publication,publication,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1587,必考词,22,词汇预览,67,support,support,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1588,必考词,22,词汇预览,68,☐volunteer,volunteer,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1589,必考词,22,词汇预览,69,criticism,criticism,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1590,必考词,22,词汇预览,70,duration,duration,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1591,必考词,22,词汇预览,71,mysterious,mysterious,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1592,必考词,22,词汇预览,72,publicity,publicity,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1593,必考词,22,词汇预览,73,suppose,suppose,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1594,必考词,23,词汇预览,1,rescue,rescue,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1595,必考词,23,词汇预览,2,report,report,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1596,必考词,23,词汇预览,3,assume,assume,double_column_ocr_review_needed
1597,必考词,23,词汇预览,4,domain,domain,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1598,必考词,23,词汇预览,5,process,process,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1599,必考词,23,词汇预览,6,expansion,expansion,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1600,必考词,23,词汇预览,7,☐ insurance,insurance,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1601,必考词,23,词汇预览,8,research,research,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1602,必考词,23,词汇预览,9,☐ reporter,reporter,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1603,必考词,23,词汇预览,10,assumption,assumption,double_column_ocr_review_needed
1604,必考词,23,词汇预览,11,domestic,domestic,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1605,必考词,23,词汇预览,12,procession,procession,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1606,必考词,23,词汇预览,13,expect,expect,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1607,必考词,23,词汇预览,14,insure,insure,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1608,必考词,23,词汇预览,15,resent,resent,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1609,必考词,23,词汇预览,16,☐ reputation,reputation,marked_in_preview;double_column_ocr_review_needed
1610,必考词,23,词汇预览,17,contribute,contribute,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1611,必考词,23,词汇预览,18,dominant,dominant,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1612,必考词,23,词汇预览,19,proclaim,proclaim,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1613,必考词,23,词汇预览,20,expectation,expectation,double_column_ocr_review_needed
1614,必考词,23,词汇预览,21,☐ integral,integral,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1615,必考词,23,词汇预览,22,refresh,refresh,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1616,必考词,23,词汇预览,23,request,request,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1617,必考词,23,词汇预览,24,contribution,contribution,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1618,必考词,23,词汇预览,25,dominate,dominate,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1619,必考词,23,词汇预览,26,produce,produce,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1620,必考词,23,词汇预览,27,experience,experience,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1621,必考词,23,词汇预览,28,☐ integrate,integrate,marked_in_preview;double_column_ocr_review_needed
1622,必考词,23,词汇预览,29,☐ refute,refute,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1623,必考词,23,词汇预览,30,☐ require,require,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1624,必考词,23,词汇预览,31,controversial,controversial,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1625,必考词,23,词汇预览,32,doom,doom,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1626,必考词,23,词汇预览,33,product,product,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1627,必考词,23,词汇预览,34,experiment,experiment,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1628,必考词,23,词汇预览,35,☐ integrity,integrity,marked_in_preview;double_column_ocr_review_needed
1629,必考词,23,词汇预览,36,☐ region,region,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1630,必考词,23,词汇预览,37,☐ requirement,requirement,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1631,必考词,23,词汇预览,38,controversy,controversy,double_column_ocr_review_needed
1632,必考词,23,词汇预览,39,double,double,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1633,必考词,23,词汇预览,40,production,production,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1634,必考词,23,词汇预览,41,expert,expert,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1635,必考词,23,词汇预览,42,☐ regular,regular,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1636,必考词,23,词汇预览,43,assess,assess,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1637,必考词,23,词汇预览,44,control,control,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1638,必考词,23,词汇预览,45,☐doubt,doubt,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1639,必考词,23,词汇预览,46,productive,productive,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1640,必考词,23,词汇预览,47,expertise,expertise,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1641,必考词,23,词汇预览,48,☐ regulate,regulate,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1642,必考词,23,词汇预览,49,assimilate,assimilate,double_column_ocr_review_needed
1643,必考词,23,词汇预览,50,convene,convene,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1644,必考词,23,词汇预览,51,probe,probe,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1645,必考词,23,词汇预览,52,productivity,productivity,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1646,必考词,23,词汇预览,53,expire,expire,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1647,必考词,23,词汇预览,54,☐regulation,regulation,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1648,必考词,23,词汇预览,55,assist,assist,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1649,必考词,23,词汇预览,56,convention,convention,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1650,必考词,23,词汇预览,57,procedure,procedure,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1651,必考词,23,词汇预览,58,profession,profession,double_column_ocr_review_needed
1652,必考词,23,词汇预览,59,instinct,instinct,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1653,必考词,23,词汇预览,60,replace,replace,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1654,必考词,23,词汇预览,61,assistance,assistance,double_column_ocr_review_needed
1655,必考词,23,词汇预览,62,converge,converge,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1656,必考词,23,词汇预览,63,proceed,proceed,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1657,必考词,23,词汇预览,64,professional,professional,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1658,必考词,23,词汇预览,65,☐ institute,institute,marked_in_preview;double_column_ocr_review_needed
1659,必考词,23,词汇预览,66,reply,reply,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
1660,必考词,23,词汇预览,67,assistant,assistant,double_column_ocr_review_needed
